value,timestamp
42330,2025-09-06T23:44:59
42330,2025-09-06T23:44:59
42330,2025-09-06T23:44:59
42330,2025-09-06T23:44:59
42330,2025-09-06T23:44:59
42330,2025-09-06T23:44:59
42330,2025-09-06T23:44:59
42330,2025-09-06T23:44:59
42330,2025-09-06T23:44:59
42330,2025-09-06T23:44:59
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:00
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:01
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:02
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:03
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:04
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:05
42330,2025-09-06T23:45:06
42330,2025-09-06T23:45:06
42330,2025-09-06T23:45:06
42330,2025-09-06T23:45:06
42330,2025-09-06T23:45:06
42330,2025-09-06T23:45:06
42330,2025-09-06T23:45:06
42330,2025-09-06T23:45:06
42330,2025-09-06T23:45:06
42330,2025-09-06T23:45:06
42330,2025-09-06T23:45:06
42330,2025-09-06T23:45:06
42330,2025-09-06T23:45:06
42330,2025-09-06T23:45:06
42330,2025-09-06T23:45:06
